Course Code,Course Title,Day and Time,Instructor,Session,Cr Hrs
MGMT 142 LEC 1,Principles of Management,TR 12:30PM-1:45PM,"Muhammad Hamza
Nawaz Butt",16W,3.0
MGMT 142 LEC 2,Principles of Management,TR 2:00PM-3:15PM,"Muhammad Hamza
Nawaz Butt",16W,3.0
MGMT 142 LEC 3,Principles of Management,MW 2:00PM-3:15PM,Mujeeb Rashid,16W,3.0
MGMT 212 LEC 1,Business Communication,MW 9:30AM-10:45AM,"Fareed Ud Din Farooq
Qureshi",16W,3.0
MGMT 212 LEC 2,Business Communication,MW 11:00AM-12:15PM,"Fareed Ud Din Farooq
Qureshi",16W,3.0
MGMT 212 LEC 3,Business Communication,TR 9:30AM-10:45AM,"Fareed Ud Din Farooq
Qureshi",16W,3.0
MGMT 212 LEC 4,Business Communication,TR 11:00AM-12:15PM,Anjum Fayyaz,16W,3.0
MGMT 212 LEC 5,Business Communication,TR 12:30PM-1:45PM,Anjum Fayyaz,16W,3.0
MGMT 242 LEC 1,"Business Ethics and Corporate Social
Responsibility",TR 11:00AM-12:15PM,Asif Iftikhar,16W,3.0
MGMT 242 LEC 2,"Business Ethics and Corporate Social
Responsibility",TR 12:30PM-1:45PM,Asif Iftikhar,16W,3.0
MGMT 242 LEC 3,"Business Ethics and Corporate Social
Responsibility",TR 2:00PM-3:15PM,Asif Iftikhar,16W,3.0
MGMT 244 LEC 1,Reforming The Public Sector,TR 11:00AM-12:15PM,Muhammad Ajmal,16W,3.0
MGMT 247 LEC 1,Public Financial Management,TR 2:00PM-3:15PM,Sajid Siddique,16W,3.0
MGMT 252 LEC 1,Logic and Critical Thinking,MW 2:00PM-3:15PM,Razi Allah Lone,16W,3.0
MGMT 252 LEC 2,Logic and Critical Thinking,MW 3:30PM-4:45PM,Razi Allah Lone,16W,3.0
MGMT 252 LEC 3,Logic and Critical Thinking,TR 2:00PM-3:15PM,Razi Allah Lone,16W,3.0
MGMT 252 LEC 4,Logic and Critical Thinking,TR 3:30PM-4:45PM,Razi Allah Lone,16W,3.0
MGMT 252 LEC 5,Logic and Critical Thinking,MW 12:30PM-1:45PM,"Muhammad Shabbir
Ahsen",16W,3.0
MGMT 252 LEC 6,Logic and Critical Thinking,MW 12:30PM-1:45PM,Ali Nosherwan Hamed,16W,3.0
MGMT 260 LEC 1,Business Law,MW 9:30AM-10:45AM,Ali Sultan,16W,3.0
MGMT 260 LEC 2,Business Law,MW 11:00AM-12:15PM,Ali Sultan,16W,3.0
MGMT 261 LEC 1,Introduction to Policy Analysis,MW 8:00AM-9:15AM,Kamran Khan,16W,3.0
MGMT 382 LEC 1,Social Entrepreneurship,TR 11:00AM-12:15PM,Shezeen Salim Hemani,16W,3.0
MGMT 384 LEC 1,"Entrepreneurship and Management in
the Restaurant Industry",MW 12:30PM-1:45PM,Shireen Waheed,16W,3.0
MGMT 400 LEC 1,Strategic Business Management,TR 3:30PM-4:45PM,Raja Rub Nawaz,16W,3.0
MGMT 400 LEC 2,Strategic Business Management,TR 5:00PM-6:15PM,Raja Rub Nawaz,16W,3.0
MGMT 462 LEC 1,Modern Thought in Social Policy,TR 12:30PM-1:45PM,Muhammad Ahsan Rana,16W,3.0
MGMT 481 LEC 1,Entrepreneurship,TR 12:30PM-1:45PM,Saima Mujtaba Rana,16W,3.0
MKTG 201 LEC 1,Principles of Marketing,TR 9:30AM-10:45AM,Aaminah Zaman Malik,16W,3.0
MKTG 201 LEC 2,Principles of Marketing,TR 11:00AM-12:15PM,Aaminah Zaman Malik,16W,3.0
MKTG 201 LEC 3,Principles of Marketing,MW 11:00AM-12:15PM,Mehroz Sajjad,16W,3.0
MKTG 201 LEC 4,Principles of Marketing,TR 3:30PM-4:45PM,Aman Abid,16W,3.0
MKTG 201 LEC 5,Principles of Marketing,TR 5:00PM-6:15PM,Aman Abid,16W,3.0
MKTG 302 LEC 1,Digital Marketing,TR 9:30AM-10:45AM,Komal Zain,16W,3.0
MKTG 322 LEC 1,Sales Force Management,MW 2:00PM-3:15PM,"Muhammad Luqman
Awan",16W,3.0
MKTG 322 LEC 2,Sales Force Management,MW 3:30PM-4:45PM,"Muhammad Luqman
Awan",16W,3.0
MKTG 323 LEC 1,Channel Management,MW 12:30PM-1:45PM,"Muhammad Luqman
Awan",16W,3.0
MKTG 324 LEC 1,Integrated Marketing Communications,MW 9:30AM-10:45AM,Komal Zain,16W,3.0
MKTG 332 LEC 1,Consumer Behaviour,TR 9:30AM-10:45AM,Saima Mujtaba Rana,16W,3.0
MKTG 343 LEC 1,Marketing Models,TR 12:30PM-1:45PM,Muhammad Asim,16W,3.0
MKTG 345 LEC 1,"Data Analytics for New Product
Development",TR 3:30PM-4:45PM,Muhammad Asim,16W,3.0
MKTG 345 LEC 2,"Data Analytics for New Product
Development",TR 5:00PM-6:15PM,Muhammad Asim,16W,3.0
MKTG 392 LEC 1,Brand Management,TR 5:00PM-6:15PM,Ismail Hussain Naqvi,16W,3.0
ORSC 201 LEC 1,Organizational Behaviour,MW 11:00AM-12:15PM,Mohsin Bashir,16W,3.0
ORSC 201 LEC 2,Organizational Behaviour,TR 9:30AM-10:45AM,"Muhammad Abdur
Rahman Malik",16W,3.0
ORSC 201 LEC 3,Organizational Behaviour,TR 12:30PM-1:45PM,"Muhammad Abdur
Rahman Malik",16W,3.0
ORSC 201 LEC 4,Organizational Behaviour,MW 9:30AM-10:45AM,Faiza Ali,16W,3.0
ORSC 8101 SEM 1,Seminar in Organizational Behavior,F 9:30AM-12:30PM,Faiza Ali,16W,3.0
ORSC 8201 SEM 1,Seminar in Organization Theory,T 12:30PM-3:30PM,TBA,16W,3.0
PHIL 102 LEC 1,Philosophy Gym,TR 10:00AM-11:50AM,Amber Riaz,16W,4.0
PHIL 132 LEC 1,Introduction to Logic,MW 8:00AM-9:50AM,Ali Nosherwan Hamed,16W,4.0
PHIL 132 LEC 2,Introduction to Logic,TR 2:00PM-3:50PM,"Muhammad Shabbir
Ahsen",16W,4.0
PHIL 213 LEC 1,"History of Western Philosophy from
Descarte to Kant",TR 8:00AM-9:50AM,"Muhammad Shabbir
Ahsen",16W,4.0
PHIL 225 LEC 1,Moral Philosophy,MW 2:00PM-3:50PM,Syed Sikander Gilani,16W,4.0
PHY 104 LEC 1,Modern Physics,MW 3:00PM-4:50PM,Muhammad Faryad,16W,4.0
PHY 104 LEC 2,Modern Physics,MW 1:00PM-2:50PM,Tajdar Mufti,16W,4.0
PHY 300 LAB 1,Experimental Physics Lab II,M 9:30AM-6:20PM,"Muhammad Hamza
Humayun",16W,3.0
PHY 500 LEC 1,Graduate Physics Lab,M 9:30AM-6:20PM,"Muhammad Hamza
Humayun",16W,3.0
PHY 304 LEC 1,Computational Physics,TR 3:30PM-4:45PM,Adam Zaman Chaudhry,16W,3.0
PHY 505 LEC 1,Computational Physics,TR 3:30PM-4:45PM,Adam Zaman Chaudhry,16W,3.0
SCI 305 LEC 1,Computational Methods,TR 3:30PM-4:45PM,Adam Zaman Chaudhry,16W,3.0
PHY 305 LEC 1,Electromagnetic Fields and Waves,WF 9:30AM-10:45AM,Aeysha Khalique,16W,3.0
EE 330 LEC 1,Electromagnetic Fields and Waves,WF 9:30AM-10:45AM,Aeysha Khalique,16W,3.0
EE 502 LEC 1,Electrodynamics,WF 9:30AM-10:45AM,Aeysha Khalique,16W,3.0
PHY 501 LEC 1,Electrodynamics,WF 9:30AM-10:45AM,Aeysha Khalique,16W,3.0
PHY 312 LEC 1,Quantum Mechanics II,MW 11:00AM-12:15PM,"Muhammad Sabieh
Anwar",16W,3.0
PHY 517 LEC 1,Quantum Mechanics,MW 11:00AM-12:15PM,"Muhammad Sabieh
Anwar",16W,3.0
PHY 411 LEC 1,Quantum Optics,MW 3:30PM-4:45PM,"Muhammad Sabieh
Anwar",16W,3.0
EE 533 LEC 1,Quantum Optics,MW 3:30PM-4:45PM,"Muhammad Sabieh
Anwar",16W,3.0
PHY 5312 LEC 1,Quantum Optics,MW 3:30PM-4:45PM,"Muhammad Sabieh
Anwar",16W,3.0
PHY 442 LEC 1,General Relativity,MW 12:30PM-1:45PM,Syed Moeez Hassan,16W,3.0
MATH 466 LEC 1,General Relativity,MW 12:30PM-1:45PM,Syed Moeez Hassan,16W,3.0
PHY 642 LEC 1,General Relativity,MW 12:30PM-1:45PM,Syed Moeez Hassan,16W,3.0
PHY 544 LEC 1,Topological Methods in Physics,F 2:00PM-3:50PM,Rizwan Khalid,16W,3.0
PHY 544 LAB 1,Topological Methods in Physics,T 9:30AM-12:20PM,Rizwan Khalid,16W,3.0
PHY 612 LEC 1,"Introduction to Quantum Information
Science and Technology",TR 1:30PM-2:45PM,Aeysha Khalique,16W,3.0
CS 5112 LEC 1,"Introduction to Quantum Information
Science and Technology",TR 1:30PM-2:45PM,Aeysha Khalique,16W,3.0
EE 539 LEC 1,"Introduction to Quantum Information
Science and Technology",TR 1:30PM-2:45PM,Aeysha Khalique,16W,3.0
PHY 417 LEC 1,"Introduction to Quantum Information
Science and Technology",TR 1:30PM-2:45PM,Aeysha Khalique,16W,3.0
POL 100 LEC 1,Introduction to Political Science,TR 8:00AM-9:50AM,TBA,16W,4.0
POL 100 LEC 2,Introduction to Political Science,TR 10:00AM-11:50AM,Rida Ashfaq,16W,4.0
POL 100 LEC 3,Introduction to Political Science,TR 2:00PM-3:50PM,Rida Ashfaq,16W,4.0
POL 203 LEC 1,Introduction to Political Theory,MW 4:00PM-5:50PM,Adeel Hamza,16W,4.0
POL 203 LEC 2,Introduction to Political Theory,TR 4:00PM-5:50PM,Adeel Hamza,16W,4.0
POL 225 LEC 1,Politics of South Asia,TR 10:00AM-11:50AM,Maham Nasir,16W,4.0
POL 247 LEC 1,Youth Political Activism,TR 8:00AM-9:50AM,"Muhammad Nawfal
Saleemi",16W,4.0
POL 320 LEC 1,Comparative Politics,TR 12:00PM-1:50PM,"Hafiz Muhammad
Salman Rafi",16W,4.0
POL 320 LEC 2,Comparative Politics,TR 4:00PM-5:50PM,"Hafiz Muhammad
Salman Rafi",16W,4.0
POL 331 LEC 1,Pakistan's Foreign Relations,TR 10:00AM-11:50AM,Shahid Malik,16W,4.0
POL 353 LEC 1,"""US Foreign Policy",MW 12:00PM-1:50PM,TBA,16W,4.0
POL 356 LEC 1,"Governance of Non-state Armed
Groups",TR 10:00AM-11:50AM,Vito Morisco,16W,4.0
POL 364 LEC 1,Quantitative Research Method,TR 12:00PM-1:50PM,TBA,16W,4.0
POL 368 LEC 1,The Political History of the Cold War,MW 4:00PM-5:50PM,Taimur Rahman,16W,4.0
POL 369 LEC 1,"Politics and Literature: Nihilism as a
Moral and Political Problem",TR 4:00PM-5:50PM,Feyzullah Yilmaz,16W,4.0
POL 414 LEC 1,"Constitutional Development in
Pakistan",MW 2:00PM-3:50PM,Mohammad Waseem,16W,4.0
LAW 4516 LEC 1,"Constitutional Development in
Pakistan",MW 2:00PM-3:50PM,Mohammad Waseem,16W,4.0
POL 444 LEC 1,Institutions and Institutional Changes,TR 2:00PM-3:50PM,TBA,16W,4.0
POL 465 LEC 1,Security in Global Politics,TR 2:00PM-3:50PM,Vito Morisco,16W,4.0
PSY 100 LEC 1,"Introduction to Psychology and Human
Behavior",MW 4:00PM-5:50PM,Arman Ashraf,16W,4.0
PSY 100 LEC 2,"Introduction to Psychology and Human
Behavior",TR 3:30PM-5:20PM,Imran Rashid,16W,4.0
PSY 100 LEC 3,"Introduction to Psychology and Human
Behavior",TR 4:00PM-5:50PM,Natasha Sohail Barlas,16W,4.0
PSY 100 LEC 4,"Introduction to Psychology and Human
Behavior",TR 8:00AM-9:50AM,"Muhammad Azam
Khalid",16W,4.0
PSY 201 LEC 1,Cognition,MW 4:00PM-5:50PM,Yasser Hashmi,16W,4.0
PSY 204 LEC 1,Human Memory,MW 10:00AM-11:50AM,Yasser Hashmi,16W,4.0
PSY 216 LEC 1,Classic Texts in Psychology,TR 3:30PM-5:20PM,Humair Yusuf,16W,4.0
PSY 220 LEC 1,Psychopathology,TR 2:00PM-3:50PM,Tahira Haider,16W,4.0
PSY 224 LEC 1,Counseling and Psychotherapy,MW 4:00PM-5:50PM,Humair Yusuf,16W,4.0
PSY 304 LEC 1,Moral Psychology,MW 8:00AM-9:50AM,"Muhammad Azam
Khalid",16W,4.0
PSY 316 LEC 1,"Mind Matters: The Psychology of
Intelligence and AI",TR 2:00PM-3:50PM,Natasha Sohail Barlas,16W,4.0
CS 326 LEC 1,"Mind Matters: The Psychology of
Intelligence and AI",TR 2:00PM-3:50PM,Natasha Sohail Barlas,16W,4.0
PSY 320 LEC 1,Personality Theories,MW 10:00AM-11:50AM,Imran Rashid,16W,4.0
PSY 325 LEC 1,"Positive Psychology and The Pursuit of
Happiness",MW 2:00PM-3:50PM,Arman Ashraf,16W,4.0
REL 214 LEC 1,"Philosophy and Theology in the
Medieval Islamic World",MW 10:00AM-11:50AM,Baqar Hassan Syed,16W,4.0
HIST 2122 LEC 1,"Philosophy and Theology in the
Medieval Islamic World",MW 10:00AM-11:50AM,Baqar Hassan Syed,16W,4.0
REL 217 LEC 1,Introduction to World Religions,MW 10:00AM-11:50AM,Ateeb Gul,16W,4.0
REL 218 LEC 1,"Work as Sacred: Career, Passion, and
the Good Life",MW 12:00PM-1:50PM,"Mian Muhammad
Nauman Faizi",16W,4.0
REL 236 LEC 1,"Varieties of Mysticism and the
Political",TR 12:00PM-1:50PM,Irfan Moeen Khan,16W,4.0
GSS 272 LEC 1,"Varieties of Mysticism and the
Political",TR 12:00PM-1:50PM,Irfan Moeen Khan,16W,4.0
REL 312 LEC 1,Logic and Rhetoric in the Quran,TR 8:00AM-9:50AM,Basit Bilal Koshul,16W,4.0
REL 343 LEC 1,"A Feminist Reading of Islam:
Religious Texts, Histories, and
Contestations",MW 4:30PM-6:20PM,Ateeb Gul,16W,4.0
GSS 374 LEC 1,"A Feminist Reading of Islam:
Religious Texts, Histories, and
Contestations",MW 4:30PM-6:20PM,Ateeb Gul,16W,4.0
SCI 205 LEC 1,Modeling the Environment,TR 3:30PM-4:45PM,Talha Manzoor,16W,3.0
ENV 244 LEC 1,Modeling the Environment,TR 3:30PM-4:45PM,Talha Manzoor,16W,3.0
SCI 210 LEC 1,Energy and Information,TR 2:00PM-3:15PM,Walther Schwarzacher,16W,3.0
SCRM 6201 LEC 1,Logistics Management,FSU 4:15PM-6:15PM,"Sheikh Attique Ur
Rehman",16W,3.0
SCRM 6202 LEC 1,Supply Management,FSU 10:45AM-12:45PM,Raja Usman Khalid,16W,3.0
SCRM 6301 LEC 1,Retailing Strategy and Operations,FSU 8:30AM-10:30AM,Hassan Rauf Chaudhry,16W,3.0
SOC 100 LEC 1,Introduction to Sociology,MW 12:00PM-1:50PM,Nida Yasmeen Kirmani,16W,4.0
SOC 100 LEC 2,Introduction to Sociology,MW 4:00PM-5:50PM,TBA,16W,4.0
SOC 243 LEC 1,Politics of Class and Markets,MW 11:00AM-12:50PM,Umair Javed,16W,4.0
POL 244 LEC 1,The Politics of Class and Markets,MW 11:00AM-12:50PM,Umair Javed,16W,4.0
SOC 244 LEC 1,"Language, Culture, and Society",MW 12:00PM-1:50PM,TBA,16W,4.0
SOC 321 LEC 1,"Comparative and International
Education",MW 2:00PM-3:50PM,Tania Saeed,16W,4.0
EDU 354 LEC 1,"Comparative and International
Education",MW 2:00PM-3:50PM,Tania Saeed,16W,4.0
SOC 383 LEC 1,"Racism, Migration and Displacement",TR 4:00PM-5:50PM,TBA,16W,4.0
SOC 465 LEC 1,Gender and the City in South Asia,MW 4:00PM-5:50PM,Nida Yasmeen Kirmani,16W,4.0
ENV 443 LEC 1,Gender and the City in South Asia,MW 4:00PM-5:50PM,Nida Yasmeen Kirmani,16W,4.0
GSS 415 LEC 1,Gender and the City in South Asia,MW 4:00PM-5:50PM,Nida Yasmeen Kirmani,16W,4.0
SS 100 LEC 1,Writing and Communication,TR 1:30PM-3:20PM,Aneeqa Mazhar Wattoo,16W,4.0
SS 100 LEC 2,Writing and Communication,TR 2:00PM-3:50PM,Afsheen Salahuddin,16W,4.0
SS 100 LEC 3,Writing and Communication,MW 10:00AM-11:50AM,Syed Javed Nazir,16W,4.0
SS 100 LEC 4,Writing and Communication,MW 4:00PM-5:50PM,Furrha Ahsan,16W,4.0
SS 100 LEC 5,Writing and Communication,TR 4:00PM-5:50PM,Furrha Ahsan,16W,4.0
SS 100 LEC 6,Writing and Communication,TR 3:30PM-5:20PM,Aamna Khalid,16W,4.0
SS 100 LEC 7,Writing and Communication,TR 2:00PM-3:50PM,Huda Imtiaz,16W,4.0
SS 100 LEC 8,Writing and Communication,TR 12:00PM-1:50PM,Farhana Shahzad,16W,4.0
SS 100 LEC 9,Writing and Communication,TR 12:00PM-1:50PM,Zainab Sattar,16W,4.0
SS 100 LEC 10,Writing and Communication,MW 2:00PM-3:50PM,Afsheen Salahuddin,16W,4.0
SS 100 LEC 11,Writing and Communication,TR 10:00AM-11:50AM,Huda Imtiaz,16W,4.0
SS 100 LEC 12,Writing and Communication,TR 4:00PM-5:50PM,"Muhammad Hashim
Kaleem Bhatti",16W,4.0
SS 100 LEC 13,Writing and Communication,TR 8:00AM-9:50AM,"Syeda Habibah Hussain
Rizvi",16W,4.0
SS 100 LEC 14,Writing and Communication,TR 11:00AM-12:50PM,Mahrukh Baig,16W,4.0
SS 100 LEC 15,Writing and Communication,TR 9:00AM-10:50AM,Zainab Sattar,16W,4.0
SS 100 LEC 16,Writing and Communication,TR 10:00AM-11:50AM,Aneeqa Mazhar Wattoo,16W,4.0
SS 100 LEC 17,Writing and Communication,MW 4:00PM-5:50PM,"Muhammad Hashim
Kaleem Bhatti",16W,4.0
SS 100 LEC 18,Writing and Communication,MW 8:00AM-9:50AM,Uzma Safdar,16W,4.0
SS 100 LEC 19,Writing and Communication,MW 2:30PM-4:20PM,Mahrukh Baig,16W,4.0
SS 100 LEC 20,Writing and Communication,MW 2:00PM-3:50PM,Farhana Shahzad,16W,4.0
SS 101 LEC 1,Islamic Studies,F 10:00AM-11:50AM,Aurangzeb Haneef,16W,2.0
SS 101 LEC 2,Islamic Studies,F 2:00PM-3:50PM,Asif Iftikhar,16W,2.0
SS 101 LEC 3,Islamic Studies,W 2:00PM-3:50PM,Essam Fahim,16W,2.0
SS 101 LEC 4,Islamic Studies,F 4:00PM-5:50PM,Asif Iftikhar,16W,2.0
SS 101 LEC 5,Islamic Studies,F 8:00AM-9:50AM,Irfan Moeen Khan,16W,2.0
SS 102 LEC 1,Pakistan Studies: Culture and Heritage,W 2:00PM-3:50PM,Manahil Raza,16W,2.0
SS 102 LEC 2,Pakistan Studies: Culture and Heritage,M 4:00PM-5:50PM,"Muhammad Nawfal
Saleemi",16W,2.0
SS 102 LEC 3,Pakistan Studies: Culture and Heritage,F 10:00AM-11:50AM,Faaria Khan,16W,2.0
SS 102 LEC 4,Pakistan Studies: Culture and Heritage,T 8:00AM-9:50AM,Faaria Khan,16W,2.0
SS 102 LEC 5,Pakistan Studies: Culture and Heritage,M 2:00PM-3:50PM,Faaria Khan,16W,2.0
SS 102 LEC 6,Pakistan Studies: Culture and Heritage,F 4:00PM-5:50PM,"Muhammad Nawfal
Saleemi",16W,2.0
SS 102 LEC 7,Pakistan Studies: Culture and Heritage,F 2:00PM-3:50PM,Ali Usman Qasmi,16W,2.0
SS 102 LEC 8,Pakistan Studies: Culture and Heritage,F 8:00AM-9:50AM,Faaria Khan,16W,2.0
SS 187 LEC 1,Applied Statistics for Humanities,MW 12:00PM-1:50PM,Muhammad Saad Imtiaz,16W,4.0
SS 187 LEC 2,Applied Statistics for Humanities,TR 12:00PM-1:50PM,"Muhammad Salaar Arif
Khan",16W,4.0
SS 233 LEC 1,Media Writing,TR 2:00PM-3:50PM,Syed Javed Nazir,16W,4.0
SS 3302 LEC 1,Professional Communication Skills,MW 2:00PM-3:50PM,Aamna Khalid,16W,4.0
SSE 101 LEC 1,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 2,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 3,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 4,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 5,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 6,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 7,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 8,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 9,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 10,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 11,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 12,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 13,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 14,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 15,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 16,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 17,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 18,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 19,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 20,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 21,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 22,First Year Tutorial,F 10:00AM-12:50PM,TBA,16W,0.5
SWR 102 PRT 1,Swimming for Beginners,TR 10:00AM-11:15AM,"Muhammad Haider
Awan",16W,1.0
SWR 102 PRT 2,Swimming for Beginners,MW 10:00AM-11:15AM,Khalida Bashir,16W,1.0
SWR 102 PRT 3,Swimming for Beginners,TR 2:00PM-3:15PM,Rashid Ahmad,16W,1.0
SWR 102 PRT 4,Swimming for Beginners,MW 2:00PM-3:15PM,Kausar Farooq,16W,1.0
SWR 102 PRT 5,Swimming for Beginners,TR 12:00PM-1:15PM,Khalida Bashir,16W,1.0
SWR 102 PRT 6,Swimming for Beginners,MW 12:00PM-1:15PM,Azmat Ullah,16W,1.0
SWR 102 PRT 7,Swimming for Beginners,TR 4:00PM-5:15PM,Kausar Farooq,16W,1.0
SWR 102 PRT 8,Swimming for Beginners,MW 4:00PM-5:15PM,Azmat Ullah,16W,1.0
SWR 103 PRT 1,"Strength Training and Conditioning for
Beginners",MW 10:00AM-11:15AM,"Muhammad Bilal Iqbal
Khan",16W,1.0
SWR 103 PRT 2,"Strength Training and Conditioning for
Beginners",TR 10:00AM-11:15AM,"Muhammad Bilal Iqbal
Khan",16W,1.0
SWR 103 PRT 3,"Strength Training and Conditioning for
Beginners",MW 2:00PM-3:15PM,Mudassar Naseer,16W,1.0
SWR 103 PRT 4,"Strength Training and Conditioning for
Beginners",TR 2:00PM-3:15PM,Mudassar Naseer,16W,1.0
SWR 103 PRT 5,"Strength Training and Conditioning for
Beginners",MW 4:30PM-5:45PM,Muhammad Shakeel,16W,1.0
SWR 103 PRT 6,"Strength Training and Conditioning for
Beginners",TR 4:00PM-5:15PM,Muhammad Shakeel,16W,1.0
SWR 103 PRT 7,"Strength Training and Conditioning for
Beginners",MW 10:00AM-11:15AM,Kanwal Yousaf,16W,1.0
SWR 103 PRT 8,"Strength Training and Conditioning for
Beginners",TR 10:00AM-11:15AM,Kanwal Yousaf,16W,1.0
SWR 103 PRT 9,"Strength Training and Conditioning for
Beginners",MW 11:30AM-12:45PM,Aruba Naz,16W,1.0
SWR 103 PRT 10,"Strength Training and Conditioning for
Beginners",TR 11:30AM-12:45PM,Aruba Naz,16W,1.0
SWR 103 PRT 11,"Strength Training and Conditioning for
Beginners",MW 4:00PM-5:15PM,Shabana Kausar,16W,1.0
SWR 103 PRT 12,"Strength Training and Conditioning for
Beginners",TR 4:00PM-5:15PM,Shabana Kausar,16W,1.0
SWR 104 PRT 1,Basketball for Beginners,MW 3:30PM-4:45PM,Mohsin Riaz,16W,1.0
SWR 104 PRT 2,Basketball for Beginners,MW 5:00PM-6:15PM,Mohsin Riaz,16W,1.0
SWR 104 PRT 3,Basketball for Beginners,TR 3:30PM-4:45PM,Mohsin Riaz,16W,1.0
SWR 104 PRT 4,Basketball for Beginners,TR 5:00PM-6:15PM,Mohsin Riaz,16W,1.0
SWR 105 PRT 1,"Walk, Jog and Stretch for Fitness",MW 3:30PM-4:45PM,Babar Asad Khan,16W,1.0
SWR 105 PRT 2,"Walk, Jog and Stretch for Fitness",MW 5:00PM-6:15PM,Babar Asad Khan,16W,1.0
SWR 105 PRT 3,"Walk, Jog and Stretch for Fitness",TR 3:30PM-4:45PM,Babar Asad Khan,16W,1.0
SWR 105 PRT 4,"Walk, Jog and Stretch for Fitness",TR 5:00PM-6:15PM,Babar Asad Khan,16W,1.0
TME 6101 LEC 1,Tech-Entrepreneurship,FSU 4:15PM-6:15PM,"Muhammad Jamil
Anwar Goheer",16W,3.0
TME 6102 LEC 1,Business Venture Planning,FSU 10:45AM-12:45PM,Shezeen Salim Hemani,16W,3.0
TME 6201 LEC 1,"Technology, Design and Innovation
Management",FSU 2:00PM-4:00PM,"Muhammad Adeel
Zaffar",16W,3.0
TME 6202 LEC 1,"Technology and Operations
Management",FSU 2:00PM-4:00PM,Raja Usman Khalid,16W,3.0
