Course Code,Course Title,Day and Time,Instructor,Session,Cr Hrs
EDU 364 w/ EDU 564,Ethnography of Education,MW 3:30PM-4:45PM,Soufia Anis Siddiqi,16W,3
EDU 590 FLD 1,Observing Schools,T 8:00AM-1:50PM,Jasir Shahbaz,16W,1
EDU 615 SEM 1,What does it mean to 'be educated'?,F 2:00PM-4:50PM,Irfan Muzaffar,16W,3
EDU 413 w/ EDU 615,What does it mean to 'be educated'?,F 2:00PM-4:50PM,Irfan Muzaffar,16W,3
EDU 690 SEM 1,Practicum Proseminar,F 2:00PM-4:50PM,Gulab Khan,16W,3
EDU 690 SEM 2,Practicum Proseminar,R 8:00AM-10:50AM,TBA,16W,3
EDU 693 LEC 1,Academic Writing,F 8:00AM-8:50AM,Sannia Hussain,16W,1
EE 203 LEC 1,Engineering Models,TR 3:30PM-4:45PM,Hassan Mohy-ud-Din,16W,3
EE 240 LEC 1,Circuits I,TR 12:30PM-1:45PM,Nauman Ahmad Zaffar,16W,3
EE 324 LEC 1,Microcontroller and Interfacing,TR 5:00PM-5:50PM,Muhammad JahangirIkram,16W,2
EE 324L LAB 1,Microcontroller and Interfacing Lab,W 11:00AM-1:50PM,Muhammad JahangirIkram,16W,1
EE 324L LAB 2,Microcontroller and Interfacing Lab,M 12:30PM-3:20PM,Muhammad JahangirIkram,16W,1
EE 330 LEC 1,Electromagnetic Fields and Waves,MW 9:00AM-10:15AM,Muhammad ImranCheema,16W,3
PHY 305 w/ EE 330,Electromagnetic Fields and Waves,MW 9:00AM-10:15AM,Muhammad ImranCheema,16W,3
EE 340 LEC 1,Devices and Electronics,TR 9:30AM-10:45AM,Nauman Ahmad Zaffar,16W,3
EE 340L LAB 1,Devices and Electronics Lab,F 10:00AM-12:50PM,Nauman Ahmad Zaffar,16W,1
EE 340L LAB 2,Devices and Electronics Lab,F 2:00PM-4:50PM,Nauman Ahmad Zaffar,16W,1
EE 380 LEC 1,Communication Systems,MW 3:30PM-4:45PM,Ijaz Haider Naqvi,16W,3
EE 380L LAB 1,Communication Systems Lab,F 10:00AM-12:50PM,Ijaz Haider Naqvi,16W,1
EE 380L LAB 2,Communication Systems Lab,F 2:00PM-4:50PM,Ijaz Haider Naqvi,16W,1
EE 414 LEC 1,Deep Learning,TR 11:00AM-12:15PM,Hassan Mohy-ud-Din,16W,3
CS 437 w/ EE 414,Deep Learning,TR 11:00AM-12:15PM,Hassan Mohy-ud-Din,16W,3
CS 5317 w/ EE 414,Deep Learning,TR 11:00AM-12:15PM,Hassan Mohy-ud-Din,16W,3
EE 517 w/ EE 414,Deep Learning,TR 11:00AM-12:15PM,Hassan Mohy-ud-Din,16W,3
EE 421 LEC 1,Digital System Design,TR 3:00PM-4:15PM,Shahid Masud,16W,3
CS 425 w/ EE 421,Digital System Design,TR 3:00PM-4:15PM,Shahid Masud,16W,3
EE 421L LAB 1,Digital System Design Lab,F 2:00PM-4:50PM,Shahid Masud,16W,1
CS 425L w/ EE 421L,Digital System Design Lab,F 2:00PM-4:50PM,Shahid Masud,16W,1
EE 453 LEC 1,Power Systems Protection and Stability,MW 3:00PM-4:15PM,Raheel Zafar,16W,3
EE 559 w/ EE 453,Power Systems Protection and Stability,MW 3:00PM-4:15PM,Raheel Zafar,16W,3
EE 5102 LEC 1,Advanced Topics in Machine Learning,TR 11:00AM-12:15PM,Muhammad Tahir,16W,3
CS 6304 w/ EE 5102,Advanced Topics in Machine Learning,TR 11:00AM-12:15PM,Muhammad Tahir,16W,3
EE 512 LEC 1,Digital Image Processing,MW 5:00PM-6:15PM,Nadeem Ahmad Khan,16W,3
CS 653 w/ EE 512,Digital Image Processing,MW 5:00PM-6:15PM,Nadeem Ahmad Khan,16W,3
EE 520 LEC 1,Computer Architecture,MW 3:00PM-4:15PM,Shahid Masud,16W,3
CS 622 w/ EE 520,Computer Architecture,MW 3:00PM-4:15PM,Shahid Masud,16W,3
EE 5202 LEC 1,VLSI Design for Artificial Intelligence,MW 3:00PM-4:15PM,Muhammad Ali Siddiqi,16W,3
EE 5203 LEC 1,Physics-informed machine learning,MW 9:30AM-10:45AM,Nauman Zafar Butt,16W,3
PHY 603 w/ EE 5203,Machine Learning for Physics,MW 9:30AM-10:45AM,Nauman Zafar Butt,16W,3
SCI 5203 w/ EE 5203,Physics-informed machine learning,MW 9:30AM-10:45AM,Nauman Zafar Butt,16W,3
EE 5204 LEC 1,Applied Cryptography,MW 11:00AM-12:15PM,Muhammad Ali Siddiqi,16W,3
CS 5803 w/ EE 5204,Applied Cryptography,MW 11:00AM-12:15PM,Muhammad Ali Siddiqi,16W,3
EE 5502 LEC 1,Local Solutions for Energy Access,MW 12:30PM-1:45PM,Naveed Arshad,16W,3
EE 555 LEC 1,Renewable Energy Systems,TR 3:00PM-4:15PM,Hassan Abbas Khan,16W,3
EE 565 LEC 1,Mobile Robotics,MW 11:00AM-12:15PM,Talha Manzoor,16W,3
CS 593 w/ EE 565,Mobile Robotics,MW 11:00AM-12:15PM,Talha Manzoor,16W,3
EE 569 LEC 1,Dynamic Programming andReinforcement Learning,MW 9:30AM-10:45AM,Hassan Jaleel,16W,3
CS 6314 w/ EE 569,Dynamic Programming andReinforcement Learning,MW 9:30AM-10:45AM,Hassan Jaleel,16W,3
EE 576 LEC 1,Smart Grid: Technology andApplications,MW 5:00PM-6:15PM,Naveed Ul Hassan,16W,3
EMBA 5013 LEC 1,Understanding Financial Accounting:Making More Authoritative Decisions,SU 8:30AM-10:35AM,Asad Alam,16W,1
EMBA 5013 LEC 2,Understanding Financial Accounting:Making More Authoritative Decisions,SU 10:55AM-1:00PM,Asad Alam,16W,1
EMBA 5022 LEC 1,Corporate Finance,SU 10:55AM-1:00PM,Syed Mubashir Ali,16W,1
EMBA 5022 LEC 2,Corporate Finance,SU 2:00PM-4:05PM,Syed Mubashir Ali,16W,1
EMBA 5041 LEC 1,Marketing Management,SU 2:00PM-4:05PM,Ehsan Ul Haque,16W,1
EMBA 5041 LEC 2,Marketing Management,SU 8:30AM-10:35AM,Ehsan Ul Haque,16W,1
EMBA 5063 LEC 1,Problem Solving and Decision Making,SU 10:55AM-1:00PM,Jamshed Hasan Khan,16W,1
EMBA 5063 LEC 2,Problem Solving and Decision Making,SU 2:00PM-4:05PM,Jamshed Hasan Khan,16W,1
EMBA 5211 LEC 1,Business Law,SU 8:30AM-10:35AM,Faiza Ismail,16W,1
EMBA 5211 LEC 2,Business Law,SU 10:55AM-1:00PM,Faiza Ismail,16W,1
EMBA 6071 LEC 1,Venture Creation,SU 2:00PM-4:05PM,Mansoor Nawaz,16W,1
EMBA 6071 LEC 2,Venture Creation,SU 8:30AM-10:35AM,Mansoor Nawaz,16W,1
ENGG 100 LAB 1,Design and Measurement Lab,W 9:00AM-1:50PM,Hafiz Muhammad Afzal,16W,2
ENGG 100 LEC 1,Design and Measurement Lab,W 8:00AM-8:50AM,Qasim Imtiaz,16W,2
ENGG 100 LAB 2,Design and Measurement Lab,M 9:00AM-1:50PM,Muhammad SabiehAnwar,16W,2
ENGG 100 LEC 2,Design and Measurement Lab,M 8:00AM-8:50AM,Muhammad SabiehAnwar,16W,2
ENGG 100 LAB 3,Design and Measurement Lab,R 9:00AM-1:50PM,Muhammad SabiehAnwar,16W,2
ENGG 100 LEC 3,Design and Measurement Lab,R 8:00AM-8:50AM,Muhammad SabiehAnwar,16W,2
ENGG 100 LAB 4,Design and Measurement Lab,R 1:30PM-6:20PM,Nadeem Ahmad Khan,16W,2
ENGG 100 LEC 4,Design and Measurement Lab,R 12:30PM-1:20PM,Nadeem Ahmad Khan,16W,2
ENGG 100 LAB 5,Design and Measurement Lab,T 9:00AM-1:50PM,Zubair Khalid,16W,2
ENGG 100 LEC 5,Design and Measurement Lab,T 8:00AM-8:50AM,Zubair Khalid,16W,2
ENGG 562 LEC 1,"Climate Change Governance: Science,Data, and Models",TR 5:00PM-6:15PM,Talha Manzoor,16W,3
ENV 462 w/ ENGG 562,"Climate Change Governance: Science,Data, and Models",TR 5:00PM-6:15PM,Talha Manzoor,16W,3
ENGL 1000 LEC 1,Introduction to Literature in English,TR 8:00AM-9:50AM,Tom Edward Sewel,16W,4
ENGL 1192 LEC 1,Introduction to Humour Writing,MW 4:00PM-5:50PM,Younis Bin Azeem,16W,4
ENGL 2132 LEC 1,Predicament in the Theatre of the,MW 10:00AM-11:50AM,Farah Hasan Ali,16W,4
ENGL 2354 LEC 1,The Victorian Novel: Charles Dickensto Thomas Hardy,MW 2:00PM-3:50PM,Saba Pirzadeh,16W,4
ENGL 2432 LEC 1,Narrative Essays,TR 4:00PM-5:50PM,Younis Bin Azeem,16W,4
ENGL 3192 LEC 1,"The Wounded Story Teller: Women,Literature, and Medicine",TR 12:00PM-1:50PM,Sadia Zulfiqar,16W,4
Course Code Section,Course Title,Days Start Time-End Time,Instructor,16W,CreditHrs.
GSS 365 w/ ENGL 3192,"The Wounded Story Teller: Women,Literature, and Medicine",Days Start Time-End Time,Instructor,16W,4
ENGL 3891 LEC 1,Climate Futurisms: Reading in aWeathered World,TR 10:00AM-11:50AM,Saba Pirzadeh,16W,4
ENV 335 w/ ENGL 3891,Climate Futurisms: Reading in aWeathered World,TR 10:00AM-11:50AM,Saba Pirzadeh,16W,4
ENGL 4132 LEC 1,Home and Away: Theater for Womenby Women,MW 12:00PM-1:50PM,Farah Hasan Ali,16W,4
GSS 462 w/ ENGL 4132,Home and Away: Theater for Womenby Women,MW 12:00PM-1:50PM,Farah Hasan Ali,16W,4
ENV 102 LEC 1,Introduction to Environmental Studies,MW 2:00PM-3:50PM,Maryam Ibrahim,16W,4
ENV 210 LEC 1,Methods in Environmental Studies,MW 10:00AM-11:50AM,Fazilda Nabeel,16W,4
ENV 236 LEC 1,Disasters and Society,MW 4:00PM-5:50PM,Sana Khosa,16W,4
SOC 226 w/ ENV 236,Disasters and Society,MW 4:00PM-5:50PM,Sana Khosa,16W,4
FINN 100 LEC 1,Principles of Finance,MW 11:00AM-12:15PM,Salman Khan,16W,3
FINN 200 LEC 1,Intermediate Finance,MW 11:00AM-12:15PM,Seyyed Fazal Jawad,16W,3
FINN 200 LEC 2,Intermediate Finance,MW 12:30PM-1:45PM,Seyyed Fazal Jawad,16W,3
FINN 200 LEC 3,Intermediate Finance,TR 8:00AM-9:15AM,Syed Hashim MahmoodAli,16W,3
FINN 200 LEC 4,Intermediate Finance,TR 5:00PM-6:15PM,Syed Hashim MahmoodAli,16W,3
FINN 222 LEC 1,Introduction to Mathematics ofFinance,MW 12:30PM-1:45PM,Ferhana Ahmed,16W,3
FINN 243 LEC 1,Fintech Revolution: Market Disruptionand Emerging Opportunities,MW 5:00PM-6:15PM,Syed Hashim MahmoodAli,16W,3
FINN 372 LEC 1,Actuarial Sciences and Insurance,MW 12:30PM-1:45PM,Nauman Afzal Cheema,16W,3
FINN 373 LEC 1,Fundamentals of ActuarialMathematics I,MW 5:00PM-6:15PM,Muhammad Ali Syed,16W,3
FINN 400 LEC 1,Applied Corporate Finance,TR 9:30AM-10:45AM,Syed Aun Raza Rizvi,16W,3
FINN 400 LEC 2,Applied Corporate Finance,TR 11:00AM-12:15PM,Syed Aun Raza Rizvi,16W,3
FINN 403 LEC 1,Financial Modelling,TR 11:00AM-12:15PM,Talha Farrukh,16W,3
FINN 441 LEC 1,Islamic Banking and Finance,MW 3:30PM-4:45PM,Saad Azmat,16W,3
FINN 453 LEC 1,Financial Derivatives,MW 2:00PM-3:15PM,Ferhana Ahmed,16W,3
FINN 454 LEC 1,Portfolio Management,TR 11:00AM-12:15PM,Syed Kumail AbbasRizvi,16W,3
FINN 8001 LEC 1,Seminar in Islamic and CorporateFinance,M 3:00PM-6:00PM,Syed Aun Raza Rizvi,16W,3
FINN 8401 LEC 1,Seminar in Financial Intermediationand Regualatory Framework,W 3:00PM-6:00PM,Bushra Naqvi,16W,3
FMG 5101 LEC 1,Financial Statement Analysis andValue Creation,SU 2:00PM-4:00PM,Syed Kumail AbbasRizvi,16W,3
GSL 102 SEM 1,Chinese Language for Beginners (HSKLevel 1),MW 9:00AM-10:50AM,Hui Qi,16W,4
GSL 103 SEM 1,Chinese Language for Beginners (HSKLevel 2),MW 11:00AM-12:50PM,Hui Qi,16W,4
GSL 204 SEM 1,Citizenship and its Others,MW 10:00AM-11:50AM,Sarah Humayun,16W,4
GSL 205 LEC 1,The Fine Balance of Injustice in SouthAsia,TR 12:00PM-1:50PM,Madiha Talat,16W,4
GSS 210 LEC 1,Introduction to Gender and SexualityStudies,TR 10:00AM-11:50AM,Rabia Kamal,16W,4
SOC 265 w/ GSS 210,Introduction to Gender and SexualityStudies,TR 10:00AM-11:50AM,Rabia Kamal,16W,4
GSS 264 LEC 1,Master Narratives: Minding Genderand Media Gaps,MW 4:00PM-5:50PM,Maria Amir,16W,4
POL 268 w/ GSS 264,Master Narratives: Minding Genderand Media Gaps,MW 4:00PM-5:50PM,Maria Amir,16W,4
GSS 269 LEC 1,Feminist Politics: Theory and Practice,TR 12:00PM-1:50PM,Aimen Majeedullah,16W,4
POL 269 w/ GSS 269,Feminist Politics: Theory and Practice,TR 12:00PM-1:50PM,Aimen Majeedullah,16W,4
GSS 367 LEC 1,"Folklore Futures: Negotiating, Reclaiming, and Reimagining Indigeneity through Storytelling",MW 10:00AM-11:50AM,Maria Amir,16W,4
ANTH 355 w/ GSS 367,"Folklore Futures: Negotiating, Reclaiming, and Reimagining Indigeneity through Storytelling",MW 10:00AM-11:50AM,Maria Amir,16W,4
HIST 101 LEC 1,World Civilizations,TR 10:00AM-11:50AM,Nadhra Shahbaz NaeemKhan,16W,4
HIST 124 LEC 1,The World Since 1453,TR 2:00PM-3:50PM,Muhammad Ali Raza,16W,4
HIST 2202 LEC 1,The Indian Ocean,TR 2:00PM-3:50PM,Ameem Lutfi,16W,4
ANTH 287 w/ HIST 2202,The Indian Ocean,TR 2:00PM-3:50PM,Ameem Lutfi,16W,4
HIST 2311 LEC 1,"Nature, Power and Modernity",MW 12:00PM-1:50PM,Hassan Haider Karrar,16W,4
ENV 234 w/ HIST 2311,"Nature, Power and Modernity",MW 12:00PM-1:50PM,Hassan Haider Karrar,16W,4
HIST 253 LEC 1,Empire and its Critics: A GlobalHistory,MW 4:00PM-5:50PM,Navid Zarrinnal,16W,4
HIST 262 LEC 1,Sports and Society,TR 12:00PM-1:50PM,Ilyas Ahmad Chattha,16W,4
SOC 246 w/ HIST 262,Sports and Society,TR 12:00PM-1:50PM,Ilyas Ahmad Chattha,16W,4
HIST 3202 LEC 1,Civil War in the 20th Century,MW 12:00PM-1:50PM,Ilyas Ahmad Chattha,16W,4
HIST 3213 LEC 1,The Regional Histories of Pakistan,MW 4:00PM-5:50PM,Ali Usman Qasmi,16W,4
POL 3112 w/ HIST 3213,The Regional Histories of Pakistan,MW 4:00PM-5:50PM,Ali Usman Qasmi,16W,4
HIST 3222 LEC 1,Words and their Worlds: A ConceptualHistory of Colonial India,TR 10:00AM-11:50AM,TBA,16W,4
HIST 324 LEC 1,China from Deng to Xi,MW 2:00PM-3:50PM,Hassan Haider Karrar,16W,4
HIST 437 LEC 1,Subaltern Studies: On History andHistoriography,TR 12:00PM-1:50PM,Muhammad Ali Raza,16W,4
HMI 6202 LEC 1,Healthcare Operations Management,SU 2:00PM-4:00PM,Kashif Maqbool Khan,16W,3
HSS 101 LEC 1,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 2,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 3,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 4,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 5,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 6,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 7,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 8,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 9,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 10,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 11,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 12,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 13,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 14,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 15,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 16,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 17,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 18,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
LANG 1202 LEC 1,Arabic for Quran,TR 4:30PM-6:20PM,Hafiz Abdul Qadeer,16W,4
LANG 1204 LEC 1,Kashmiri I,MW 4:00PM-5:50PM,TBA,16W,4
LANG 123 LEC 1,Introduction to Punjabi Language,MW 4:00PM-5:50PM,Zahid Hussain,16W,4
LANG 124 LEC 1,Introduction to Arabic Language,MW 4:30PM-6:20PM,Hafiz Abdul Qadeer,16W,4
LANG 127 LEC 1,Introduction to Persian Language,TR 12:00PM-1:50PM,Samina Arifa,16W,4
LANG 127 LEC 2,Introduction to Persian Language,TR 2:30PM-4:20PM,Samina Arifa,16W,4
LANG 128 LEC 1,Sindhi for Non-Sindhi Speakers,MW 4:00PM-5:50PM,Ashok Kumar Khatri,16W,4
LANG 128 LEC 2,Sindhi for Non-Sindhi Speakers,TR 4:00PM-5:50PM,Ashok Kumar Khatri,16W,4
LANG 129 LEC 1,Pashto for Non-Native Speakers,MW 2:00PM-3:50PM,Imad .,16W,4
LANG 129 LEC 2,Pashto for Non-Native Speakers,TR 12:00PM-1:50PM,Imad .,16W,4
LANG 2207 LEC 1,Enhancing Urdu Reading and WritingSkills,TR 10:00AM-11:50AM,Zahid Hussain,16W,4
LANG 2208 LEC 1,Introduction to Sanskrit,MW 4:00PM-5:50PM,Shahid Rasheed,16W,4
CLCA 2422 w/ LANG 2208,Introduction to Sanskrit,MW 4:00PM-5:50PM,Shahid Rasheed,16W,4
HIST 292 w/ LANG 2208,Introduction to Sanskrit,MW 4:00PM-5:50PM,Shahid Rasheed,16W,4
LAW 102 LEC 1,Introduction to Pakistan Legal System,MW 9:00AM-10:50AM,Marva Khan,16W,4
LAW 102 LEC 2,Introduction to Pakistan Legal System,MW 10:00AM-11:50AM,Summaiya Zaidi,16W,4
LAW 102 LEC 3,Introduction to Pakistan Legal System,TR 4:30PM-6:20PM,TBA,16W,4
LAW 102 LEC 4,Introduction to Pakistan Legal System,TR 4:00PM-5:50PM,TBA,16W,4
LAW 220 LEC 1,Contracts,TR 12:00PM-1:50PM,Sheharyar SikanderHamid,16W,4
LAW 220 LEC 2,Contracts,TR 10:00AM-11:50AM,TBA,16W,4
LAW 222 LEC 1,Torts,MW 8:00AM-9:50AM,TBA,16W,4
LAW 222 LEC 2,Torts,TR 4:00PM-5:50PM,Syeda Zehra Zaidi,16W,4
LAW 240 LEC 1,Criminal Law,MW 12:00PM-1:50PM,Angbeen Atif Mirza,16W,4
LAW 240 LEC 2,Criminal Law,TR 4:00PM-5:50PM,Hammad Saeed,16W,4
LAW 280 LEC 1,Legal Practice I: Legal Writing andResearch Methods,MW 12:00PM-1:50PM,Syeda Zehra Zaidi,16W,4
LAW 280 LEC 2,Legal Practice I: Legal Writing andResearch Methods,TR 2:00PM-3:50PM,Adnan Sattar,16W,4
LAW 280 LEC 3,Legal Practice I: Legal Writing andResearch Methods,MW 2:00PM-3:50PM,Raza Saeed,16W,4
