Course Code,Course Title,Day and Time,Instructor,Session,Cr Hrs
CHEM 100 LEC 5,Experimental Chemistry,M 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 6,Experimental Chemistry,T 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 7,Experimental Chemistry,W 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 8,Experimental Chemistry,R 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 8,Experimental Chemistry,R 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 230 LAB 1,Organic Chemistry Lab I,F 8:00AM-1:50PM,Irshad Hussain,16W,2.0
CHE 200A w/ CHEM 230,Chemical Engineering Lab I,F 8:00AM-1:50PM,Irshad Hussain,16W,2.0
CHEM 233 LEC 1,Molecular Spectroscopy,MW 5:00PM-6:15PM,Irshad Hussain,16W,3.0
PHY 337 w/ CHEM 233,Molecular Spectroscopy,MW 5:00PM-6:15PM,Irshad Hussain,16W,3.0
CHEM 311 LEC 1,Chemical Thermodynamics,MW 9:30AM-10:45AM,Falak Sher,16W,3.0
CHEM 320 LAB 1,Inorganic Chemistry Lab,T 3:00PM-5:50PM,Ghayoor Abbas Chotana,16W,2.0
CHEM 320 LEC 1,Inorganic Chemistry Lab,T 2:00PM-2:50PM,Ghayoor Abbas Chotana,16W,2.0
CHEM 324 LEC 1,Inorganic Chemistry I,MW 3:30PM-4:45PM,Muhammad Zaheer,16W,3.0
CHEM 334 LEC 1,Advanced Organic Chemistry,MW 5:00PM-6:15PM,"Rahman Shah Zaib
Saleem",16W,3.0
CHEM 410 LAB 1,Physical Chemistry Lab,M 11:00AM-4:50PM,TBA,16W,2.0
CHEM 503 LAB 1,"Experimental Methods in Chemical
Research",F 12:30PM-6:20PM,Ghayoor Abbas Chotana,16W,3.0
CHEM 503 LEC 1,"Experimental Methods in Chemical
Research",R 2:30PM-3:20PM,Irshad Hussain,16W,3.0
CHEM 515 LEC 1,Polymer Science and Technology,MW 3:30PM-4:45PM,Basit Yameen,16W,3.0
CHEM 522 LEC 1,Inorganic Materials Chemistry,MW 8:00AM-9:15AM,Muhammad Zaheer,16W,3.0
CHEM 533 LEC 1,Organic Spectroscopy,MW 11:00AM-12:15PM,"Rahman Shah Zaib
Saleem",16W,3.0
CLCA 1122 LEC 1,Readings in Urdu Literature,TR 10:00AM-11:50AM,Zahid Hussain,16W,4.0
CLCA 2121 LEC 1,The Pakistani Drama Serial,TR 10:00AM-11:50AM,Maryam Wasif Khan,16W,4.0
HIST 263 w/ CLCA 2121,The Pakistani Drama Serial,TR 10:00AM-11:50AM,Maryam Wasif Khan,16W,4.0
CLCA 2128 LEC 1,Partition Literature in Urdu,MW 12:00PM-1:50PM,Nasir Abbas,16W,4.0
CLCA 2135 LEC 1,Modern Urdu Poetics,MW 4:00PM-5:50PM,Ahtisham Ali,16W,4.0
CLCA 2223 LEC 1,The Art of Television and Web Series,MW 2:00PM-3:50PM,"Raja Mohammad Tabish
Habib",16W,4.0
CLCA 2310 LEC 1,Fiction Writing Workshop,TR 2:00PM-3:50PM,Bilal Tanweer,16W,4.0
CLCA 2402 LEC 1,Book Illustration,MW 2:00PM-3:50PM,Mahnoor Azeem,16W,4.0
CLCA 3000 SEM 1,Methods in Comparative Literature,F 9:00AM-12:50PM,Maryam Wasif Khan,16W,4.0
CLCA 3211 LEC 1,Film and Media Studies Seminar,MW 12:00PM-1:50PM,Zebunnisa Hamid,16W,4.0
CLCA 3217 LEC 1,"Bad Mothers,
Motherhood, and Mothering on Screen",MW 10:00AM-11:50AM,Amalie Goul Dueholm,16W,4.0
GSS 369 w/ CLCA 3217,"Bad Mothers,
Motherhood, and Mothering on Screen",MW 10:00AM-11:50AM,Amalie Goul Dueholm,16W,4.0
CLCA 3324 LEC 1,The Craft of Translation,MW 12:00PM-1:50PM,Bilal Tanweer,16W,4.0
CLCA 3522 LEC 1,The Art of the Cut,TR 12:00PM-1:50PM,"Raja Mohammad Tabish
Habib",16W,4.0
CLCA 3523 LEC 1,"Advanced Motion Media Techniques
(Animation II)",TR 4:00PM-5:50PM,"Muhammad Tayyab
Younas",16W,4.0
CS 100 LEC 1,Computational Problem Solving,MW 10:00AM-10:50AM,TBA,16W,3.0
CS 100 LAB 1,Computational Problem Solving,W 11:00AM-1:50PM,"Muhammad Fareed
Zaffar",16W,3.0
CS 1001 LEC 1,"Computational Problem Solving with
Python",MW 4:00PM-4:50PM,Aamina Jamal Khan,16W,3.0
CS 1001 LAB 1,"Computational Problem Solving with
Python",F 2:00PM-4:50PM,Mian Muhammad Awais,16W,3.0
CS 1001 LEC 2,"Computational Problem Solving with
Python",MW 8:00AM-9:15AM,Mian Muhammad Awais,16W,3.0
CS 1001 LAB 2,"Computational Problem Solving with
Python",W 3:30PM-6:20PM,Mian Muhammad Awais,16W,3.0
EE 201 w/ CS 200,Introduction to Programming,W 3:30PM-6:20PM,Mian Muhammad Awais,16W,4.0
CS 202 LEC 1,Data Structures,TR 11:30AM-12:45PM,Maryam Abdul Ghafoor,16W,3.0
EE 202 w/ CS 202,Data Structures,TR 11:30AM-12:45PM,Maryam Abdul Ghafoor,16W,3.0
CS 300 LEC 1,Advanced Programming,MW 5:00PM-6:15PM,Waqar Ahmad,16W,3.0
CS 300 LEC 2,Advanced Programming,TR 4:00PM-5:15PM,Waqar Ahmad,16W,3.0
CS 310 LEC 1,Algorithms,MW 2:00PM-3:15PM,Imdad ullah khan,16W,3.0
CS 5102 w/ CS 310,Algorithms,MW 2:00PM-3:15PM,Imdad ullah khan,16W,3.0
CS 315 LEC 1,Theory of Automata,MW 8:00AM-9:15AM,Laraib Iqbal Malik,16W,3.0
CS 331 LEC 1,"Foundations of AI and Machine
Learning",TR 9:30AM-10:45AM,Malik Jahan Khan,16W,3.0
EE 315 w/ CS 331,"Foundations of AI and Machine
Learning",TR 9:30AM-10:45AM,Malik Jahan Khan,16W,3.0
CS 334 LEC 1,"Principles and Techniques of Data
Science",MW 11:00AM-12:15PM,Mobin Javed,16W,3.0
EE 402 w/ CS 334,"Principles and Techniques of Data
Science",MW 11:00AM-12:15PM,Mobin Javed,16W,3.0
CS 360 LEC 1,Software Engineering,TR 1:00PM-2:15PM,Abdul Ali Bangash,16W,3.0
CS 382 LEC 1,Network-Centric Computing,MW 3:30PM-4:45PM,Momina Khan,16W,3.0
EE 475 w/ CS 382,Network-Centric Computing,MW 3:30PM-4:45PM,Momina Khan,16W,3.0
CS 413 LEC 1,"Teaching CS Beyond Campus:
Shaping Tech Literacy for Tomorrow",TR 5:00PM-6:15PM,TBA,16W,3.0
CS 432 LEC 1,Data Mining Tasks and Techniques,MW 12:30PM-1:45PM,Asim Karim,16W,3.0
CS 536 w/ CS 432,Data Mining Tasks and Techniques,MW 12:30PM-1:45PM,Asim Karim,16W,3.0
CS 464 LEC 1,Compiler Design,TR 9:00AM-10:15AM,Maryam Abdul Ghafoor,16W,3.0
CS 5607 w/ CS 464,Compiler Design,TR 9:00AM-10:15AM,Maryam Abdul Ghafoor,16W,3.0
CS 466 LEC 1,"Human-Computer Interaction and
Design",TR 10:30AM-11:45AM,Suleman Shahid,16W,3.0
CS 5613 w/ CS 466,"Human-Computer Interaction and
Design",TR 10:30AM-11:45AM,Suleman Shahid,16W,3.0
CS 473 LEC 1,Network Security,MW 9:30AM-10:45AM,Basit Shafiq,16W,3.0
CS 5714 w/ CS 473,Network Security,MW 9:30AM-10:45AM,Basit Shafiq,16W,3.0
EE 483 w/ CS 473,Network Security,MW 9:30AM-10:45AM,Basit Shafiq,16W,3.0
CS 487 LEC 1,Cloud Development,MW 3:30PM-4:45PM,Ali Khawaja,16W,3.0
CS 5603 w/ CS 487,Cloud Development,MW 3:30PM-4:45PM,Ali Khawaja,16W,3.0
CS 5302 LEC 1,Foundations of Generative AI,MW 5:00PM-6:15PM,Agha Ali Raza,16W,3.0
EE 416 w/ CS 5302,Foundations of Generative AI,MW 5:00PM-6:15PM,Agha Ali Raza,16W,3.0
EE 519 w/ CS 5302,Foundations of Generative AI,MW 5:00PM-6:15PM,Agha Ali Raza,16W,3.0
CS 5305 LEC 1,"MLOps, LLMOps, and Agentic AI
Systems",MW 2:00PM-3:15PM,Ali Khawaja,16W,3.0
CS 532 LEC 1,Applied AI,TR 9:30AM-10:45AM,Mian Muhammad Awais,16W,3.0
CS 5606 LEC 1,Designing Human-Centered AI,MW 11:30AM-12:45PM,Maryam Mustafa,16W,3.0
CS 564 LEC 1,"Software Development: Tools and
Processes",TR 5:00PM-6:15PM,Shafay Shamail,16W,3.0
CS 677 LEC 1,Internet of Things,TR 5:00PM-6:15PM,"Muhammad Hammad
Alizai",16W,3.0
DISC 112 LEC 1,Computer and Problem Solving,MW 9:30AM-10:45AM,Mahira Ilyas,16W,4.0
DISC 112 LAB 1,Computer and Problem Solving,F 9:30AM-12:20PM,Mahira Ilyas,16W,4.0
DISC 112 LEC 2,Computer and Problem Solving,MW 11:00AM-12:15PM,Mahira Ilyas,16W,4.0
DISC 112 LAB 2,Computer and Problem Solving,F 9:30AM-12:20PM,TBA,16W,4.0
DISC 112 LEC 3,Computer and Problem Solving,MW 2:00PM-3:15PM,Mahira Ilyas,16W,4.0
DISC 112 LAB 3,Computer and Problem Solving,F 2:30PM-5:20PM,Mahira Ilyas,16W,4.0
DISC 112 LEC 4,Computer and Problem Solving,MW 3:30PM-4:45PM,Mahira Ilyas,16W,4.0
DISC 112 LAB 4,Computer and Problem Solving,F 2:30PM-5:20PM,TBA,16W,4.0
DISC 112 LEC 5,Computer and Problem Solving,MW 8:00AM-9:15AM,Humbal Tariq,16W,4.0
DISC 112 LAB 5,Computer and Problem Solving,R 3:30PM-6:20PM,Humbal Tariq,16W,4.0
DISC 112 LEC 6,Computer and Problem Solving,MW 9:30AM-10:45AM,Humbal Tariq,16W,4.0
DISC 112 LAB 6,Computer and Problem Solving,R 3:30PM-6:20PM,TBA,16W,4.0
DISC 112 LEC 7,Computer and Problem Solving,MW 11:00AM-12:15PM,Humbal Tariq,16W,4.0
DISC 112 LAB 7,Computer and Problem Solving,F 9:30AM-12:20PM,Humbal Tariq,16W,4.0
DISC 112 LEC 8,Computer and Problem Solving,MW 2:00PM-3:15PM,Humbal Tariq,16W,4.0
DISC 112 LAB 8,Computer and Problem Solving,F 2:30PM-5:20PM,Humbal Tariq,16W,4.0
DISC 203 LEC 1,Probability and Statistics,TR 2:00PM-3:15PM,Maheen Aamir Syed,16W,3.0
DISC 212 LEC 1,Introduction to Management Science,TR 12:30PM-1:45PM,Zaid Saeed Khan,16W,3.0
DISC 212 LEC 2,Introduction to Management Science,TR 2:00PM-3:15PM,Zaid Saeed Khan,16W,3.0
DISC 212 LEC 3,Introduction to Management Science,MW 9:30AM-10:45AM,Kamran Rashid,16W,3.0
DISC 212 LEC 4,Introduction to Management Science,MW 11:00AM-12:15PM,Kamran Rashid,16W,3.0
DISC 231 LEC 1,Operations Management,TR 11:00AM-12:15PM,Samnan Ali,16W,3.0
DISC 231 LEC 2,Operations Management,TR 12:30PM-1:45PM,Samnan Ali,16W,3.0
DISC 231 LEC 3,Operations Management,TR 9:30AM-10:45AM,Zehra Waheed,16W,3.0
DISC 321 LEC 1,Decision Analysis,MW 9:00AM-10:50AM,"Sheikh Attique Ur
Rehman",16W,4.0
DISC 321 LEC 2,Decision Analysis,TR 9:00AM-10:50AM,"Sheikh Attique Ur
Rehman",16W,4.0
DISC 322 LEC 1,"Optimization Methods in Management
Science",MW 2:00PM-3:15PM,Kamran Rashid,16W,3.0
DISC 322 LEC 2,"Optimization Methods in Management
Science",MW 3:30PM-4:45PM,Kamran Rashid,16W,3.0
DISC 323 LEC 1,Decision Behaviour,MW 5:00PM-6:15PM,"Sheikh Attique Ur
Rehman",16W,3.0
DISC 323 LEC 2,Decision Behaviour,TR 5:00PM-6:15PM,"Sheikh Attique Ur
Rehman",16W,3.0
DISC 325 LEC 1,Business Data Management,TR 2:00PM-3:15PM,Imdad ullah khan,16W,3.0
DISC 326 LEC 1,Data Science for Decision Making,MW 9:30AM-10:45AM,TBA,16W,3.0
DISC 327 LEC 1,Risk Management Process,MW 5:00PM-6:15PM,Ahmed Majeed Khan,16W,3.0
DISC 333 LEC 1,"Supply Chain and Logistics
Management",MW 12:30PM-1:45PM,Raja Usman Khalid,16W,3.0
DISC 420 LEC 1,Business Analytics,MW 12:30PM-1:45PM,Maheen Aamir Syed,16W,3.0
DISC 420 LEC 2,Business Analytics,MW 2:00PM-3:15PM,Maheen Aamir Syed,16W,3.0
DISC 8603 LEC 1,Causal Models,M 9:00AM-12:00PM,"Muhammad Ghufran
Ahmad",16W,1.5
DISC 8604 LEC 1,Machine Learning Models,M 9:00AM-12:00PM,"Muhammad Ghufran
Ahmad",16W,1.5
DISC 8607 LEC 1,Qualitative Research Methods,M 12:30PM-3:30PM,Ayesha Masood,16W,3.0
ECON 100 LEC 1,Principles of Economics,TR 4:30PM-6:20PM,Lyyla Khalid,16W,4.0
ECON 111 LEC 1,Principles of Microeconomics,TR 12:00PM-1:15PM,Hana Zahir,16W,4.0
ECON 111 RAC 2,Principles of Microeconomics,F 10:00AM-10:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 3,Principles of Microeconomics,F 11:00AM-11:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 1,Principles of Microeconomics,F 9:00AM-9:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 LEC 2,Principles of Microeconomics,TR 9:00AM-10:15AM,Tareena Musaddiq,16W,4.0
ECON 111 RAC 6,Principles of Microeconomics,F 4:30PM-5:20PM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 4,Principles of Microeconomics,F 2:00PM-2:50PM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 5,Principles of Microeconomics,F 12:00PM-12:50PM,Ayesha Karim Malik,16W,4.0
ECON 111 LEC 3,Principles of Microeconomics,MW 4:30PM-5:45PM,Syeda Warda Riaz,16W,4.0
ECON 111 RAC 7,Principles of Microeconomics,F 3:00PM-3:50PM,Rida Hameed,16W,4.0
ECON 111 RAC 8,Principles of Microeconomics,F 11:00AM-11:50AM,Rida Hameed,16W,4.0
ECON 111 RAC 9,Principles of Microeconomics,F 10:00AM-10:50AM,Rida Hameed,16W,4.0
ECON 111 LEC 4,Principles of Microeconomics,MW 3:30PM-4:45PM,Malik Fakhar Ahmed,16W,4.0
ECON 111 RAC 10,Principles of Microeconomics,F 4:00PM-4:50PM,Rida Hameed,16W,4.0
ECON 111 RAC 11,Principles of Microeconomics,F 12:00PM-12:50PM,Rida Hameed,16W,4.0
ECON 111 RAC 12,Principles of Microeconomics,F 2:00PM-2:50PM,Rida Hameed,16W,4.0
ECON 121 LEC 1,Principles of Macroeconomics,TR 9:00AM-10:15AM,Fahd Ali,16W,4.0
ECON 121 RAC 2,Principles of Macroeconomics,W 3:30PM-4:20PM,TBA,16W,4.0
ECON 121 RAC 3,Principles of Macroeconomics,W 4:00PM-4:50PM,TBA,16W,4.0
ECON 121 RAC 1,Principles of Macroeconomics,W 2:00PM-2:50PM,TBA,16W,4.0
ECON 121 LEC 2,Principles of Macroeconomics,MW 12:00PM-1:15PM,Kashif Zaheer Malik,16W,4.0
ECON 121 RAC 6,Principles of Macroeconomics,R 4:30PM-5:20PM,TBA,16W,4.0
ECON 121 RAC 4,Principles of Macroeconomics,R 2:00PM-2:50PM,TBA,16W,4.0
ECON 121 RAC 5,Principles of Macroeconomics,R 3:30PM-4:20PM,TBA,16W,4.0
ECON 121 LEC 3,Principles of Macroeconomics,MW 2:30PM-3:45PM,Xiaolong Hou,16W,4.0
ECON 121 RAC 8,Principles of Macroeconomics,R 10:00AM-10:50AM,Khadija Aftab,16W,4.0
ECON 121 RAC 11,Principles of Macroeconomics,R 12:00PM-12:50PM,Khadija Aftab,16W,4.0
ECON 121 RAC 12,Principles of Macroeconomics,R 1:00PM-1:50PM,Khadija Aftab,16W,4.0
ECON 211 LEC 1,Intermediate Microeconomics,TR 10:30AM-11:45AM,Ayesha Ali,16W,4.0
ECON 211 LEC 2,Intermediate Microeconomics,TR 2:00PM-3:15PM,Ayesha Ali,16W,4.0
ECON 213 LEC 1,Behavioral Economics,TR 12:00PM-1:50PM,Farah Said,16W,4.0
ECON 221 LEC 1,Intermediate Macroeconomics,MW 4:30PM-6:20PM,Usman Elahi,16W,4.0
ECON 230 LEC 1,Statistics and Data Analysis,MW 11:30AM-1:20PM,Usman Elahi,16W,4.0
ECON 230 LEC 2,Statistics and Data Analysis,MW 12:00PM-1:50PM,Osama Khan,16W,4.0
ECON 2301 SEM 1,Data Analytics Lab I,R 10:00AM-11:50AM,Eeman Shehzad Qureshi,16W,2.0
ECON 2301 SEM 2,Data Analytics Lab I,T 3:30PM-5:20PM,Eeman Shehzad Qureshi,16W,2.0
ECON 233 LEC 1,Introduction to Game Theory,TR 10:00AM-11:50AM,Lyyla Khalid,16W,4.0
ECON 233 LEC 2,Introduction to Game Theory,TR 4:30PM-6:20PM,Faisal Bari,16W,4.0
MATH 232 w/ ECON 233,Introduction to Game Theory,TR 4:30PM-6:20PM,Faisal Bari,16W,4.0
ECON 240 LEC 1,Development Economics,MW 4:00PM-5:50PM,Nadia Mukhtar Sayed,16W,4.0
ECON 240 LEC 2,Development Economics,MW 2:00PM-3:50PM,Syeda Warda Riaz,16W,4.0
ECON 261 LEC 1,Principles of Finance,TR 10:00AM-11:50AM,Sheraz Latif Malik,16W,4.0
ECON 311 LEC 1,Industrial Organisation,MW 12:00PM-1:50PM,Malik Fakhar Ahmed,16W,4.0
ECON 330 LEC 1,Econometrics,MW 1:00PM-2:50PM,Adeel Tariq,16W,4.0
ECON 330 LEC 2,Econometrics,MW 10:00AM-11:50AM,Adeel Tariq,16W,4.0
ECON 330 LEC 3,Econometrics,TR 12:00PM-1:50PM,"Muhammad Farooq
Naseer",16W,4.0
ECON 3301 SEM 1,Data Analytics Lab II,R 2:30PM-4:20PM,Rabia Khan,16W,2.0
ECON 3301 SEM 2,Data Analytics Lab II,F 11:00AM-12:50PM,Rabia Khan,16W,2.0
ECON 3301 SEM 3,Data Analytics Lab II,T 2:00PM-3:50PM,Yushma Umar,16W,2.0
ECON 3302 LEC 1,"Introduction to Cooperative Game
Theory",MW 2:00PM-3:50PM,Osama Khan,16W,4.0
ECON 3402 LEC 1,Gender Economics,TR 2:00PM-3:50PM,Hana Zahir,16W,4.0
